propertyid,city,state,zipcode,address,bedrooms,bathrooms,squarefeet,pricing,yearbuilt,description,listingdate,status,type
82479925,Millville,West Virginia,25432,154 Ramirez Estate,3,3,4961,1122487.7,1912,Close to schools and shopping centers.,2024-01-10,Sold,villas
33314895,Sahuarita,Arizona,85629,99718 Robin Rest Suite 550,5,1,4789,4818560.2,1958,Close to schools and shopping centers.,2024-05-24,Under Contract,condominiums
94274349,Bradford,New York,14815,6915 Mary Squares Suite 361,4,1,1529,4434055.61,1980,A beautiful home with stunning views.,2023-10-13,Under Contract,condominiums
68083612,Greenville,South Carolina,29609,614 Angelica Freeway,1,3,750,2940492.61,1925,A beautiful home with stunning views.,2024-02-28,For Sale,single houses
93865316,Savannah,New York,13146,626 Kelly Viaduct Suite 127,5,3,3134,3015828.77,1943,"Located in a quiet neighborhood, this property offers great potential.",2023-10-10,Off Market,single houses
12917340,Temple City,California,91780,20334 Allen Square Suite 910,1,1,1096,1194215.82,1966,Close to schools and shopping centers.,2024-06-03,Sold,condominiums
43973841,Fraser,Colorado,80442,60798 Tiffany Unions,1,3,1893,1668052.27,1911,Close to schools and shopping centers.,2024-02-13,Sold,townhouses
55364418,FPO AE,,9508,0111 Joel Walks Suite 190,1,3,2226,3932487.36,1940,"Located in a quiet neighborhood, this property offers great potential.",2024-05-08,Off Market,townhouses
94953332,Birchdale,Minnesota,56629,8610 Steven Ports,3,2,3526,1307907.32,1982,A beautiful home with stunning views.,2024-04-20,Off Market,single houses
15536244,Gresham,Oregon,97080,76079 Wanda Parkways Suite 154,1,3,2800,1751613.29,1969,Perfect for first-time buyers or investors.,2023-11-05,Pending,apartments
15674986,Moorhead,Mississippi,38761,98193 Elizabeth Forest Suite 340,1,3,3750,4151252.51,1913,A beautiful home with stunning views.,2024-04-29,Under Contract,villas
62046278,Yuba City,California,95992,53234 Wise Court Apt. 218,5,1,2490,1723026.23,1942,Recently renovated with modern finishes.,2024-03-19,Pending,villas
47885061,Nixon,Nevada,89424,429 Gardner Ferry Apt. 176,5,1,3734,4767236.35,1936,"Located in a quiet neighborhood, this property offers great potential.",2023-09-29,For Sale,single houses
22231215,Henderson,Kentucky,42419,4032 Lance Plaza Apt. 474,2,3,550,2666551.3,1947,Perfect for first-time buyers or investors.,2023-10-11,Sold,single houses
51071866,Summit,Arkansas,72677,7676 Shea Extensions Apt. 135,3,1,4931,826130.58,2004,Recently renovated with modern finishes.,2024-03-24,For Sale,single houses
80069302,Colorado Springs,Colorado,80995,839 Durham Orchard,3,1,1983,1259433.85,1979,Spacious property with a large backyard.,2024-03-21,Under Contract,townhouses
16511743,San Antonio,Texas,78226,952 West Canyon,2,2,2208,3062020.36,2002,Close to schools and shopping centers.,2024-05-01,For Sale,single houses
25698732,Oil City,Louisiana,71061,814 Sawyer Manors,1,2,551,223710.43,1985,A beautiful home with stunning views.,2024-07-22,Off Market,apartments
63404218,Quakertown,Pennsylvania,18951,7878 Brian Land Apt. 726,4,3,4420,54471.91,2017,"Located in a quiet neighborhood, this property offers great potential.",2024-03-27,Pending,condominiums
42660877,Dayton,Ohio,45469,5595 Lynn Springs,1,2,634,3114495.91,1974,A beautiful home with stunning views.,2023-09-20,Under Contract,townhouses
68291222,Pilot Mountain,North Carolina,27041,31267 Thomas Cliffs Suite 941,5,2,3626,4914124.3,1993,Perfect for first-time buyers or investors.,2024-04-10,Pending,townhouses
24829200,Milwaukee,Wisconsin,53209,82542 Russo Drives,4,3,839,4727543.29,2014,Perfect for first-time buyers or investors.,2023-12-25,For Sale,condominiums
55733776,Stitzer,Wisconsin,53825,049 Contreras Extension,3,2,605,2942789.04,1988,"Located in a quiet neighborhood, this property offers great potential.",2024-08-01,Off Market,apartments
58036315,Keysville,Virginia,23947,8990 Beard Villages,4,1,4456,4892619.56,1903,A beautiful home with stunning views.,2024-05-14,For Sale,single houses
66624288,Corona,California,92877,390 Kellie Mountain Apt. 763,1,3,4211,2699107.4,2016,A beautiful home with stunning views.,2023-12-23,Under Contract,condominiums
83605875,Ann Arbor,Michigan,48109,042 Soto Cliff,4,1,4137,850468.81,2003,"Located in a quiet neighborhood, this property offers great potential.",2024-02-04,For Sale,villas
10978885,Jacksonboro,South Carolina,29452,8008 Ray Pines,4,1,3997,1842872.8,1993,Close to schools and shopping centers.,2024-06-08,For Sale,apartments
98906524,Glover,Vermont,5839,12046 Flowers Brooks,1,1,4100,1719226.61,1925,Recently renovated with modern finishes.,2023-08-17,For Sale,villas
72018331,Charlotte,North Carolina,28297,11753 Mccarthy Motorway Apt. 083,3,2,4471,771961.29,1980,Perfect for first-time buyers or investors.,2023-11-17,Sold,condominiums
54441456,Lafox,Illinois,60147,2321 Knight Parkway,1,3,2378,1480773.47,1914,Close to schools and shopping centers.,2024-04-16,Under Contract,townhouses
85783734,Rudolph,Wisconsin,54475,22403 Amy Park Suite 327,2,1,4837,61684.87,2012,A beautiful home with stunning views.,2024-04-22,For Sale,villas
53970377,Bell,California,90202,95055 Zimmerman Trace,1,2,792,3023844.33,1954,Recently renovated with modern finishes.,2024-06-14,Pending,condominiums
47929859,Morgantown,West Virginia,26507,8407 Benson Spurs Suite 169,5,2,1753,4007179.27,1992,Close to schools and shopping centers.,2024-05-18,For Sale,single houses
45889235,APO AE,,9722,9609 Christopher Inlet,1,2,4854,3110855.93,1988,A beautiful home with stunning views.,2024-02-09,For Sale,apartments
62623087,West Portsmouth,Ohio,45663,8300 Margaret Extensions,1,3,4663,1477202.49,1902,Spacious property with a large backyard.,2024-02-13,Pending,condominiums
62620809,Denver,Colorado,80220,9733 Williams Trace Apt. 860,2,2,4890,3247355.06,1919,A beautiful home with stunning views.,2024-03-05,Under Contract,villas
79096179,Spokane,Washington,99201,6772 Crawford Prairie,1,1,3694,1255155.65,1952,Spacious property with a large backyard.,2023-09-14,Sold,single houses
79112686,Tidioute,Pennsylvania,16351,295 Davis Parkways Apt. 645,2,3,626,2592978.11,1935,Perfect for first-time buyers or investors.,2024-04-29,Under Contract,condominiums
25578325,Magalia,California,95954,02903 Leonard Mission,5,2,2578,361900.97,1909,Spacious property with a large backyard.,2023-08-15,Pending,single houses
47604338,Winslow,Illinois,61089,547 Gregory Coves,4,1,3234,1503663.88,1968,Spacious property with a large backyard.,2023-11-22,Sold,villas
46276121,Richardton,North Dakota,58652,1991 Craig Park,3,1,3417,2154321.87,1991,Recently renovated with modern finishes.,2023-12-19,Off Market,townhouses
77038725,Spirit Lake,Iowa,51360,6085 Gardner Flats Apt. 680,4,1,1835,267571.98,1991,A beautiful home with stunning views.,2024-05-16,Sold,single houses
77885094,Nelson,Wisconsin,54756,39088 Kari Streets Suite 462,5,1,3360,1946474.91,1909,Recently renovated with modern finishes.,2024-04-29,Under Contract,single houses
74685793,Chilcoot,California,96105,97242 Alexander Lakes Suite 907,2,2,2887,2249931.62,1998,Spacious property with a large backyard.,2024-06-20,Pending,condominiums
61620744,Strathmere,New Jersey,8248,1879 Pena Place Apt. 022,2,1,1831,869861.77,1993,Spacious property with a large backyard.,2024-06-24,Pending,apartments
35662216,Remington,Virginia,22734,67933 Lori Shore,5,2,1781,3719506.32,1997,Close to schools and shopping centers.,2024-02-19,Off Market,villas
58731361,Cottonwood,Arizona,86326,3897 Sanchez Light Suite 334,3,2,3304,1018962.61,1995,Close to schools and shopping centers.,2023-10-24,Under Contract,townhouses
61354872,Oklahoma City,Oklahoma,73190,99646 Annette Row Suite 824,3,3,2424,3996442.8,1967,Recently renovated with modern finishes.,2023-10-14,For Sale,villas
78390370,Verbank,New York,12585,4555 Jennifer Branch Apt. 982,4,2,2388,1725065.91,1993,"Located in a quiet neighborhood, this property offers great potential.",2024-02-06,For Sale,apartments
21762678,Gerber,California,96035,854 Victoria Mountain,1,2,3748,1166251.54,1989,Recently renovated with modern finishes.,2023-12-08,For Sale,villas
47309992,Lawton,Iowa,51030,02237 Kennedy Brook Apt. 620,3,1,3749,3810576.08,1962,Spacious property with a large backyard.,2024-01-13,For Sale,villas
41713904,Basehor,Kansas,66007,488 Robinson Park,4,2,621,1379965.81,1919,Close to schools and shopping centers.,2024-02-12,Sold,villas
90499907,Summer Lake,Oregon,97640,73527 Odom Dale,4,3,3467,3964521.27,1988,Recently renovated with modern finishes.,2023-08-31,Off Market,single houses
58220599,Fort Atkinson,Iowa,52144,158 Stevens Road,4,1,2036,3660199.88,2015,Close to schools and shopping centers.,2023-09-19,For Sale,single houses
91995864,Charlotte,North Carolina,28269,26824 Marissa Run,5,3,3679,4714402.29,1936,Recently renovated with modern finishes.,2024-04-16,Off Market,condominiums
94028300,Harrisburg,Pennsylvania,17109,19267 Wilkinson Plaza Suite 920,5,1,3833,3980741.65,1950,"Located in a quiet neighborhood, this property offers great potential.",2023-11-01,Under Contract,townhouses
85037780,Cazenovia,Wisconsin,53924,61552 Carla Union Apt. 205,5,1,2810,169795.27,1978,"Located in a quiet neighborhood, this property offers great potential.",2023-12-12,Sold,condominiums
22757242,Theodore,Alabama,36590,67398 Phillips Tunnel Apt. 781,1,3,502,1975912.45,1934,"Located in a quiet neighborhood, this property offers great potential.",2024-01-01,Sold,single houses
11722341,Houston,Texas,77027,726 George Turnpike Suite 844,5,3,2364,3414467.51,2012,"Located in a quiet neighborhood, this property offers great potential.",2023-11-05,For Sale,townhouses
88597359,Maple City,Michigan,49664,30517 Johnson Mission Suite 590,1,2,1872,195059.63,1995,Recently renovated with modern finishes.,2023-08-29,Off Market,villas
59838507,Auburn,Kentucky,42206,32904 Shannon Manor Suite 499,3,2,1173,1511764.41,1938,Spacious property with a large backyard.,2023-10-10,Sold,single houses
58280905,Hurdland,Missouri,63547,169 Sarah Station Apt. 156,5,1,4281,4319672.96,1903,"Located in a quiet neighborhood, this property offers great potential.",2023-09-15,Under Contract,condominiums
99535895,Storrie,California,95980,346 David Valleys Suite 408,3,3,1175,2231299.57,1995,Perfect for first-time buyers or investors.,2023-11-08,Pending,condominiums
57344812,Hordville,Nebraska,68846,4809 Judith Field,3,1,2530,3758921.94,1925,Recently renovated with modern finishes.,2024-03-31,Sold,single houses
86974405,Covina,California,91723,8412 Kelly Station Apt. 193,2,3,4960,4258716.16,1974,Spacious property with a large backyard.,2023-08-05,Off Market,condominiums
88284707,Payson,Illinois,62360,715 Jeffery Brook,4,1,2060,1395424.45,1996,Recently renovated with modern finishes.,2024-08-04,Off Market,townhouses
30061138,Evansville,Indiana,47719,495 Kari Hill,2,2,1970,3258195.92,1986,Close to schools and shopping centers.,2024-03-01,Sold,villas
47288618,Ross,Ohio,45061,787 Bentley Underpass Apt. 978,3,1,1609,3429958.61,1989,"Located in a quiet neighborhood, this property offers great potential.",2023-08-23,Pending,condominiums
87893383,Roanoke,Virginia,24009,4907 Bradley Junction,1,3,1435,771740.28,1980,A beautiful home with stunning views.,2023-08-07,Sold,condominiums
18693146,Tallahassee,Florida,32301,1521 Kenneth Passage Apt. 202,5,2,2388,4468019.45,1957,Recently renovated with modern finishes.,2023-08-13,Under Contract,townhouses
95195270,Clovis,California,93613,5867 Kevin Bridge,2,2,2420,4180882.23,1983,Recently renovated with modern finishes.,2023-12-23,Pending,single houses
93603317,Fentress,Texas,78622,27544 Scott Mews Apt. 308,1,2,2242,3589129.26,1920,"Located in a quiet neighborhood, this property offers great potential.",2024-07-18,Off Market,apartments
19963847,Bloomington,Idaho,83223,0256 Chavez Street,4,3,1450,2548881.27,1974,Perfect for first-time buyers or investors.,2024-07-03,Under Contract,single houses
36041976,Los Angeles,California,90016,337 Mills Cape Suite 252,1,1,3482,1342930.86,2006,Spacious property with a large backyard.,2023-09-12,Off Market,single houses
79550263,Whites Creek,Tennessee,37189,208 Schmidt Corners,1,2,4041,1951035.89,1956,Recently renovated with modern finishes.,2024-04-04,Pending,apartments
95383503,Los Angeles,California,90088,92122 Karen Roads,3,3,4829,3628333.63,1914,A beautiful home with stunning views.,2024-03-17,For Sale,apartments
40481092,Marina Del Rey,California,90292,5509 Robertson View Apt. 294,4,1,1824,1760900.71,1948,A beautiful home with stunning views.,2023-08-22,Off Market,apartments
61383414,Wilmington,Delaware,19898,8406 Flores Harbor Suite 032,5,2,4634,4911538.37,1941,Spacious property with a large backyard.,2024-07-21,Pending,condominiums
24725667,Mineral,Virginia,23117,738 Lori Shore,3,1,2284,893061.02,1938,Spacious property with a large backyard.,2023-12-05,Off Market,townhouses
62082058,Hamlin,Texas,79520,67633 Smith Underpass,5,1,2773,1052432.73,1976,Close to schools and shopping centers.,2023-08-17,Pending,villas
38996225,Eidson,Tennessee,37731,3414 Jackson Court Apt. 062,4,2,569,698072.9,2001,A beautiful home with stunning views.,2024-02-12,For Sale,apartments
90572552,Speculator,New York,12164,243 Hawkins Rest,1,3,617,3549621.75,1907,A beautiful home with stunning views.,2023-10-23,Sold,condominiums
19409452,Columbia,South Carolina,29207,8246 Angela Forge,5,1,2773,4900522.96,2009,Close to schools and shopping centers.,2024-02-16,Sold,condominiums
66708293,Big Creek,California,93605,65146 Alyssa Forges Apt. 135,3,3,4329,3554930.07,1989,Close to schools and shopping centers.,2024-04-15,Sold,single houses
81683251,New Bethlehem,Pennsylvania,16242,597 Elizabeth Burg,2,1,3258,3728413.23,1915,Close to schools and shopping centers.,2024-04-20,Off Market,apartments
24806083,Chesterfield,New Hampshire,3443,6642 Alexis Mill,1,2,4859,1734669.67,1926,A beautiful home with stunning views.,2024-02-09,Under Contract,villas
27779061,Petersburg,North Dakota,58272,2087 Mejia Pines,1,2,3492,3997417.44,1991,Close to schools and shopping centers.,2023-10-11,Off Market,villas
57111371,Trafford,Alabama,35172,9258 Howell Burg Apt. 945,1,1,4501,873913.92,1954,Perfect for first-time buyers or investors.,2024-06-22,Pending,townhouses
73459979,Masontown,West Virginia,26542,03090 Wood Gardens Apt. 319,3,3,1377,674936.66,1971,Recently renovated with modern finishes.,2023-10-21,Under Contract,condominiums
16208872,Pipestem,West Virginia,25979,45582 Vega Drive,1,2,503,1050143.15,2020,Perfect for first-time buyers or investors.,2024-04-05,Pending,single houses
10582297,New York,New York,10016,12791 Sarah Orchard Suite 318,1,2,2533,4072699.49,1918,A beautiful home with stunning views.,2024-02-12,Off Market,single houses
59019105,Peoria,Illinois,61605,34925 Lewis Courts,4,2,1485,3401637.32,1969,Spacious property with a large backyard.,2023-09-23,For Sale,townhouses
91631463,Lehighton,Pennsylvania,18235,23538 Hahn Bridge Apt. 226,3,1,1626,3789742.18,1967,Recently renovated with modern finishes.,2024-07-15,Under Contract,apartments
46011677,Athol,Idaho,83801,403 Richard Meadow,1,1,1719,441787.27,1964,Recently renovated with modern finishes.,2024-04-04,Sold,apartments
69633829,APO AE,,9820,79538 Stephanie Flat,5,1,2197,2616612.98,1946,Close to schools and shopping centers.,2024-06-25,Sold,townhouses
83252122,Ranger,Texas,76470,33661 Christopher Stravenue Apt. 568,1,3,4050,2035801.25,1997,Close to schools and shopping centers.,2024-08-03,Off Market,villas
86374179,Seffner,Florida,33583,3060 Matthew Road Suite 261,5,3,812,2291299.94,2017,Perfect for first-time buyers or investors.,2023-11-01,For Sale,villas
29242261,El Paso,Texas,88543,3195 Emma Park Apt. 667,1,1,3472,2342113.31,1975,A beautiful home with stunning views.,2023-11-17,Under Contract,townhouses
53916173,San Diego,California,92171,1073 Alexander Dale Suite 184,3,1,2486,2607966.64,2015,Perfect for first-time buyers or investors.,2024-07-24,Off Market,apartments
76845946,Era,Texas,76238,1356 Elizabeth Rapids,1,1,4848,2912618.94,1904,A beautiful home with stunning views.,2023-11-13,Pending,townhouses
27819422,Gillett,Wisconsin,54124,73658 Nicole Ways Apt. 220,1,1,2943,4027100.05,1939,"Located in a quiet neighborhood, this property offers great potential.",2023-08-19,Pending,condominiums
27122446,Glasgow,Kentucky,42142,22775 Michael Crescent,2,1,2318,2907594.03,1911,Perfect for first-time buyers or investors.,2023-09-30,Pending,villas
57796567,Barstow,Maryland,20610,5958 Mccormick Skyway,3,1,2591,865881.3,2009,Recently renovated with modern finishes.,2024-03-09,For Sale,single houses
81849506,Rehoboth,Massachusetts,2769,764 Romero Pass Suite 664,5,2,2879,3697899.99,1938,A beautiful home with stunning views.,2024-04-18,Sold,single houses
80112398,Lonepine,Montana,59848,8547 Keith Centers Apt. 003,2,2,879,436333.0,1992,Perfect for first-time buyers or investors.,2024-05-23,For Sale,single houses
33729735,Grant,Nebraska,69140,4227 Jessica Street Apt. 256,3,1,3648,1909793.94,1982,Recently renovated with modern finishes.,2024-06-05,Sold,single houses
71139982,Hawi,Hawaii,96719,4603 Rhonda Ramp Apt. 144,5,3,4060,2107216.04,1985,Perfect for first-time buyers or investors.,2024-02-15,Under Contract,villas
59172789,Pomona,Missouri,65789,85612 Holmes Alley Apt. 273,5,3,3728,4966437.87,1957,A beautiful home with stunning views.,2023-12-09,Pending,single houses
25965276,Tuscumbia,Missouri,65082,49905 Courtney Lodge,3,1,829,623226.59,1931,Perfect for first-time buyers or investors.,2024-01-29,For Sale,villas
55343346,Melvin Village,New Hampshire,3850,71894 Barron Ridge,1,2,2878,1912358.61,1993,A beautiful home with stunning views.,2024-05-20,Pending,apartments
52148479,Salem,New Jersey,8079,7036 Mcdonald Bridge Apt. 682,2,2,2178,1587487.94,1999,Recently renovated with modern finishes.,2023-09-01,Under Contract,condominiums
89446212,Venus,Pennsylvania,16364,802 Crawford Trace,5,2,3682,339975.76,1950,Perfect for first-time buyers or investors.,2024-07-19,Off Market,townhouses
76563609,Vidalia,Louisiana,71373,106 Simmons Wells,4,1,1382,2964742.6,1978,Perfect for first-time buyers or investors.,2024-03-17,Under Contract,single houses
62140412,Ponce De Leon,Florida,32455,13691 Cynthia Flats,4,1,2579,97154.25,1984,Spacious property with a large backyard.,2023-12-12,Off Market,townhouses
29977784,Trevor,Wisconsin,53179,90588 Logan Underpass Apt. 058,4,3,4785,4116869.75,2003,"Located in a quiet neighborhood, this property offers great potential.",2024-04-20,Sold,apartments
67349818,Huntsville,Alabama,35810,34449 Ramirez Meadow,4,3,4720,4102223.35,2016,Perfect for first-time buyers or investors.,2024-02-10,Off Market,single houses
38905045,Dyer,Arkansas,72935,193 Jeremy Stream,4,2,4133,1186998.75,1984,Close to schools and shopping centers.,2024-03-15,Sold,villas
35923247,Dunn,Texas,79516,69949 Irwin Hills,4,3,562,4333553.25,2008,A beautiful home with stunning views.,2023-12-23,Sold,single houses
51876596,Wadley,Alabama,36276,37971 Boyle Streets Suite 492,1,1,2166,2155868.22,2022,Perfect for first-time buyers or investors.,2023-10-19,For Sale,condominiums
25513375,Green,Kansas,67447,9107 Michael Point,4,2,1819,3949624.03,1990,A beautiful home with stunning views.,2024-04-05,Under Contract,townhouses
36555610,Empire,Louisiana,70050,53735 Soto Isle,1,2,2711,79541.46,1979,Recently renovated with modern finishes.,2024-02-06,Under Contract,villas
29179051,Grand River,Ohio,44045,25313 Reed Streets,4,3,1400,3072346.59,2002,Close to schools and shopping centers.,2024-03-07,Under Contract,apartments
34414595,La Moille,Illinois,61330,607 Joshua Groves Apt. 656,4,3,2988,296163.32,1949,Recently renovated with modern finishes.,2024-06-12,For Sale,single houses
59203657,New Deal,Texas,79350,54395 Brian Burg,1,3,2696,3444780.66,1925,A beautiful home with stunning views.,2024-06-11,Pending,villas
58946168,Sedalia,Colorado,80135,89008 Hoffman Circles,1,2,1787,4844655.02,1910,Spacious property with a large backyard.,2024-01-18,Under Contract,condominiums
31726698,Corpus Christi,Texas,78460,2756 Garza Stravenue Apt. 886,4,2,1232,2531437.04,1939,Close to schools and shopping centers.,2024-01-16,Under Contract,condominiums
89137526,New York,New York,10031,740 Nunez Forest Apt. 601,1,1,3011,3372238.79,2006,Close to schools and shopping centers.,2023-11-17,Sold,single houses
41187815,Willseyville,New York,13864,098 Jonathan Trail,2,1,2464,4016384.84,1994,Perfect for first-time buyers or investors.,2023-09-28,Off Market,townhouses
67381365,Little Birch,West Virginia,26629,700 May Branch Suite 484,2,1,2370,2135820.1,2023,Close to schools and shopping centers.,2023-09-16,Pending,townhouses
33788893,Contoocook,New Hampshire,3229,73195 Donald Ferry Suite 376,3,3,2836,3695137.35,2015,"Located in a quiet neighborhood, this property offers great potential.",2023-10-18,Pending,single houses
75245899,Jamestown,Pennsylvania,16134,1451 Foster Light,3,2,583,4561003.53,1964,Spacious property with a large backyard.,2024-02-29,Under Contract,single houses
62888972,Des Moines,Iowa,50950,68779 Baker Valleys Suite 064,1,1,4036,2567562.61,1962,Perfect for first-time buyers or investors.,2024-05-31,Sold,apartments
89563908,Tallahassee,Florida,32312,36707 Smith Road,1,2,4547,2329390.72,1935,Close to schools and shopping centers.,2024-06-30,Pending,villas
51958272,Joffre,Pennsylvania,15053,56729 Vance Trail Apt. 306,4,3,2456,2624047.6,1907,Close to schools and shopping centers.,2023-12-20,Off Market,single houses
26696335,Hatfield,Arkansas,71945,6443 Scott Common Apt. 491,2,3,4060,55542.07,1997,"Located in a quiet neighborhood, this property offers great potential.",2024-05-15,Off Market,apartments
84704263,Elgin,Nebraska,68636,8552 Sean Squares,5,1,3960,2401607.53,2008,Recently renovated with modern finishes.,2024-06-24,Off Market,villas
89786620,Rockwood,Texas,76873,384 Smith Cliffs Apt. 174,2,1,3996,4349611.13,1976,A beautiful home with stunning views.,2024-01-18,Off Market,condominiums
72991042,Glendora,California,91740,063 Sanchez Avenue,4,1,4619,4233594.98,2007,Spacious property with a large backyard.,2023-10-18,Sold,condominiums
88385753,Middleburg,Pennsylvania,17842,9018 Blanchard Junction,2,3,4703,4651828.11,1940,A beautiful home with stunning views.,2023-11-04,For Sale,apartments
29725280,APO AE,,9182,23711 Jones Hollow,3,2,506,1606838.68,1928,Perfect for first-time buyers or investors.,2024-02-20,Sold,apartments
46694031,Amber,Oklahoma,73004,74041 Margaret Shoals,4,3,2060,1800782.71,1914,Recently renovated with modern finishes.,2023-09-18,Off Market,single houses
53323154,Pflugerville,Texas,78691,190 Graves Shores,2,1,3476,2045986.88,1915,Close to schools and shopping centers.,2023-08-22,Pending,townhouses
93588209,Hackberry,Arizona,86411,36510 Sandra Roads Apt. 209,4,2,2577,4454169.49,1998,Spacious property with a large backyard.,2023-10-12,Under Contract,villas
13038908,Knoxville,Tennessee,37927,5138 Stephen Fields Apt. 677,5,1,1263,802459.17,1968,Perfect for first-time buyers or investors.,2023-10-07,For Sale,condominiums
40851246,Hartford,Illinois,62048,3680 Heath Villages,4,1,1858,3776493.55,1964,Spacious property with a large backyard.,2024-03-22,Pending,apartments
74155424,Springfield,Virginia,22161,5975 Alexis Park Apt. 308,4,1,775,372109.79,1962,"Located in a quiet neighborhood, this property offers great potential.",2023-10-27,Sold,single houses
51382982,Iberia,Ohio,43325,977 Kennedy Spurs,5,3,4850,1305067.85,1975,Spacious property with a large backyard.,2024-03-19,Pending,single houses
17567796,Burlington,North Dakota,58722,2495 Luis Cape,4,3,1487,1787859.15,2018,Close to schools and shopping centers.,2024-03-03,Off Market,villas
14378122,Mount Vernon,Iowa,52314,691 Lindsay Greens,3,3,2653,4469697.34,1993,Recently renovated with modern finishes.,2024-06-22,Sold,townhouses
31253615,Brownsville,Indiana,47325,84962 Joseph Lakes,5,1,4558,3954170.53,1975,Recently renovated with modern finishes.,2023-09-16,Sold,single houses
11068740,Mc Donald,Pennsylvania,15057,90435 Francisco Course Apt. 310,5,2,2823,2234068.18,1994,Recently renovated with modern finishes.,2024-03-11,Pending,single houses
56933753,Marco Island,Florida,34145,682 Jeremiah Fork,5,1,4160,381300.97,1953,A beautiful home with stunning views.,2023-10-16,Pending,townhouses
28547495,Montgomery,Alabama,36120,6045 April Branch,2,2,2484,4575963.49,1968,Close to schools and shopping centers.,2024-06-10,For Sale,single houses
53771760,Moscow,Iowa,52760,88257 Newman Plaza,4,1,2949,4750581.31,1985,Spacious property with a large backyard.,2023-09-26,Under Contract,villas
14472867,Ponca City,Oklahoma,74602,741 Terry Ramp Suite 769,5,1,4739,1397645.81,2005,Recently renovated with modern finishes.,2024-01-04,Sold,apartments
68290484,Grand Portage,Minnesota,55605,40673 Morales Knolls Suite 407,5,1,4983,2455921.78,1955,Close to schools and shopping centers.,2023-10-29,Sold,villas
84343221,Warren,Michigan,48090,37804 Jones Parkway,2,2,2758,516462.12,2012,Close to schools and shopping centers.,2024-02-19,Sold,townhouses
65773508,Linwood,Nebraska,68036,0490 Harrison Valley Apt. 671,5,2,2881,4251896.32,1923,Perfect for first-time buyers or investors.,2024-02-21,For Sale,townhouses
75640184,West Hartford,Connecticut,6107,29605 Stuart Causeway Suite 334,5,3,1165,911701.26,1934,Recently renovated with modern finishes.,2024-01-18,For Sale,condominiums
95198218,Lena,Louisiana,71447,86015 Amy Plaza,2,1,560,3536085.57,1954,Close to schools and shopping centers.,2024-07-30,Sold,apartments
31590387,Ottsville,Pennsylvania,18942,41352 Mitchell Underpass,1,1,4027,2053876.92,1991,Recently renovated with modern finishes.,2024-06-04,For Sale,apartments
92730413,Etoile,Kentucky,42131,08650 Christine Manor Apt. 621,4,2,2569,2417444.42,2010,Close to schools and shopping centers.,2023-12-06,Sold,apartments
58776369,Oregon House,California,95962,7767 Hensley Port,2,3,1875,2993806.08,1967,"Located in a quiet neighborhood, this property offers great potential.",2023-09-08,For Sale,condominiums
46848168,Richmond,Virginia,23219,1945 Harrison Court,2,3,2888,3670392.81,1997,Perfect for first-time buyers or investors.,2024-03-03,For Sale,villas
92773706,Auburn,Alabama,36830,44987 Gonzales Ranch,2,3,1471,3993665.95,2016,Recently renovated with modern finishes.,2023-08-11,Sold,villas
78732971,Maurice,Louisiana,70555,473 Laura Creek Apt. 073,2,2,3074,4411347.72,1981,A beautiful home with stunning views.,2024-01-19,Pending,villas
69099305,Stony Point,New York,10980,20653 Jenkins Valley,3,1,1079,589244.72,1974,Spacious property with a large backyard.,2023-12-26,For Sale,condominiums
72878929,Milburn,Oklahoma,73450,709 Justin Motorway Apt. 952,4,3,3736,469366.18,1927,A beautiful home with stunning views.,2024-07-11,Off Market,townhouses
33288972,Harrison,Ohio,45030,9434 Martinez Estate Suite 183,3,3,1447,4452175.77,1976,Perfect for first-time buyers or investors.,2023-10-26,For Sale,single houses
77502330,Jewell,Ohio,43530,7611 Drew Meadows Apt. 580,5,3,4890,2466619.99,2010,Recently renovated with modern finishes.,2024-01-28,Pending,townhouses
40252636,Madison,Florida,32341,3306 Jennifer Cliffs Suite 499,5,3,1872,4067408.68,1939,A beautiful home with stunning views.,2024-06-27,Under Contract,villas
81606593,Detroit,Michigan,48288,128 Margaret Glen Suite 772,2,3,1781,768854.96,2010,Perfect for first-time buyers or investors.,2023-08-23,Pending,condominiums
